train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate,logdir
0.51027,0.5096,0.56292,0.53493,0.51129,0.6936116501244749,255.94269889593124,0.49958,0.5,0.02357,0.04502,0.50898,0.6934372043609619,52.007790327072144,1715761135,,True,2,dd92467d,2024-05-15_10-18-55,20.5952365398407,46.325337409973145,48424,AT-MB-PC-E13,127.0.0.1,46.325337409973145,2,128,10,0.001,dd92467d
0.49966,0.0,0.0,0.0,0.49859,0.7515141983342365,277.30873918533325,0.49958,0.0,0.0,0.0,0.50243,0.7349425093332926,55.12068819999695,1715761152,,True,2,59accc1f,2024-05-15_10-19-12,19.95800256729126,42.796433210372925,38744,AT-MB-PC-E13,127.0.0.1,42.796433210372925,2,256,6,1e-05,59accc1f
0.98082,0.97872,0.98304,0.98088,0.99927,0.027579701451286825,10.176909835524839,0.98147,0.98639,0.97643,0.98139,0.99934,0.029227740269307106,2.192080520198033,1715761325,,True,10,ff99307a,2024-05-15_10-22-05,18.465317726135254,190.13435864448547,48424,AT-MB-PC-E13,127.0.0.1,190.13435864448547,10,64,3,0.001,ff99307a
0.98108,0.97441,0.98813,0.98122,0.99399,0.0662738755887985,24.45506009226665,0.97978,0.9798,0.9798,0.9798,0.99191,0.07597819344761471,5.698364508571103,1715761364,,True,10,d4ad259d,2024-05-15_10-22-44,21.571739196777344,212.11845207214355,38744,AT-MB-PC-E13,127.0.0.1,212.11845207214355,10,128,10,0.0001,d4ad259d
0.49966,0.0,0.0,0.0,0.50177,0.6939708546894353,256.0752453804016,0.49958,0.0,0.0,0.0,0.50856,0.693277051448822,51.99577885866165,1715761366,,True,2,7b84d6c5,2024-05-15_10-22-46,18.675315618515015,40.29259204864502,48424,AT-MB-PC-E13,127.0.0.1,40.29259204864502,2,128,3,1e-05,7b84d6c5
0.97997,0.97324,0.98711,0.98013,0.99328,0.06724172256581566,24.81219562678598,0.98315,0.97674,0.9899,0.98328,0.99136,0.07375107906137904,5.531330929603428,1715761567,,True,10,6f374a17,2024-05-15_10-26-07,19.74018931388855,202.76845979690552,38744,AT-MB-PC-E13,127.0.0.1,202.76845979690552,10,64,6,0.0001,6f374a17
0.5039,0.50499,0.4291,0.46396,0.50092,0.6932723867860913,255.8175107240677,0.50042,0.50042,1.0,0.66704,0.50494,0.6932686233520508,51.99514675140381,1715761490,,True,6,9ac9ca87,2024-05-15_10-24-50,20.63217282295227,123.57041382789612,48424,AT-MB-PC-E13,127.0.0.1,123.57041382789612,6,256,10,1e-05,9ac9ca87
0.49966,0.0,0.0,0.0,0.49859,0.7515141978496458,277.3087390065193,0.49958,0.0,0.0,0.0,0.50243,0.7349425029754638,55.12068772315979,1715761534,,True,2,5c1d52bb,2024-05-15_10-25-34,18.976088285446167,43.85113477706909,48424,AT-MB-PC-E13,127.0.0.1,43.85113477706909,2,256,6,1e-05,5c1d52bb
0.98142,0.97159,0.99186,0.98162,0.99382,0.060944300235456064,22.488446786883287,0.9781,0.95806,1.0,0.97858,0.9942,0.07261352644922833,5.4460144836921245,1715761657,,True,6,6940d2fc,2024-05-15_10-27-37,21.41353702545166,122.86347198486328,48424,AT-MB-PC-E13,127.0.0.1,122.86347198486328,6,64,6,0.001,6940d2fc
0.98167,0.97255,0.99135,0.98186,0.99363,0.06287776287949548,23.201894502533833,0.9781,0.95806,1.0,0.97858,0.9916,0.07281901971126596,5.461426478344947,1715761689,,True,6,735c2b76,2024-05-15_10-28-09,20.74254083633423,122.03045129776001,38744,AT-MB-PC-E13,127.0.0.1,122.03045129776001,6,128,6,0.001,735c2b76
0.98159,0.97779,0.98558,0.98167,0.99655,0.06069122032949519,22.395060301583726,0.98399,0.98319,0.98485,0.98402,0.99236,0.08040793323346103,6.030594992509577,1715761861,,True,10,14b5696f,2024-05-15_10-31-01,19.732248544692993,204.16860914230347,48424,AT-MB-PC-E13,127.0.0.1,204.16860914230347,10,64,3,0.0001,14b5696f
0.5017,0.50776,0.13314,0.21096,0.49956,0.7036829106206817,259.6589940190315,0.50042,0.50299,0.14141,0.22076,0.50446,0.6934655404090881,52.00991553068161,1715761732,,True,2,e18ee318,2024-05-15_10-28-52,20.008008241653442,42.565563917160034,38744,AT-MB-PC-E13,127.0.0.1,42.565563917160034,2,64,6,0.0001,e18ee318
0.97972,0.97514,0.98457,0.97983,0.99623,0.06315644092773917,23.304726702335756,0.98399,0.98319,0.98485,0.98402,0.9925,0.07993335736139368,5.995001802104525,1715761927,,True,10,a6104873,2024-05-15_10-32-07,18.37552237510681,194.99453139305115,38744,AT-MB-PC-E13,127.0.0.1,194.99453139305115,10,64,3,0.0001,a6104873
0.95587,0.9504,0.96201,0.95617,0.9869,0.36022109279868403,132.9215832427144,0.98231,0.98314,0.98148,0.98231,0.9896,0.15750482598940532,11.812861949205399,1715761977,,True,6,808d3ac3,2024-05-15_10-32-57,18.227360486984253,115.43056297302246,48424,AT-MB-PC-E13,127.0.0.1,115.43056297302246,6,64,3,0.0001,808d3ac3
0.95867,0.94993,0.96845,0.9591,0.98734,0.30688813016787775,113.2417200319469,0.98231,0.98477,0.9798,0.98228,0.98932,0.12568728744983673,9.426546558737755,1715762044,,True,6,20da174e,2024-05-15_10-34-04,20.49148464202881,116.15852403640747,38744,AT-MB-PC-E13,127.0.0.1,116.15852403640747,6,64,3,0.0001,20da174e
0.97853,0.97798,0.97914,0.97856,0.99579,0.0693408460804289,25.586772203678265,0.98399,0.97837,0.9899,0.9841,0.99175,0.08401764852305253,6.30132363922894,1715762175,,True,10,800526e5,2024-05-15_10-36-15,21.031219244003296,197.70231914520264,48424,AT-MB-PC-E13,127.0.0.1,197.70231914520264,10,64,3,0.0001,800526e5
0.96597,0.95769,0.97507,0.9663,0.98868,0.3097765175449008,114.3075349740684,0.98231,0.98477,0.9798,0.98228,0.98938,0.12247081160545349,9.185310870409012,1715762165,,True,6,84d42199,2024-05-15_10-36-05,19.28225302696228,121.32570719718933,38744,AT-MB-PC-E13,127.0.0.1,121.32570719718933,6,64,3,0.0001,84d42199
0.98175,0.97748,0.98626,0.98185,0.9957,0.06394997358162506,23.597540251619648,0.98147,0.98311,0.9798,0.98145,0.99206,0.08367821176846822,6.275865882635117,1715762362,,True,10,e3fe1a9d,2024-05-15_10-39-22,18.970215320587158,196.29656672477722,38744,AT-MB-PC-E13,127.0.0.1,196.29656672477722,10,64,3,0.0001,e3fe1a9d
0.96207,0.95235,0.97286,0.9625,0.98724,0.3070449717948592,113.29959459230304,0.98147,0.98805,0.97475,0.98136,0.98945,0.163963050643603,12.297228798270226,1715762296,,True,6,dde9182c,2024-05-15_10-38-16,19.43461847305298,121.70518755912781,48424,AT-MB-PC-E13,127.0.0.1,121.70518755912781,6,64,3,0.0001,dde9182c
0.98201,0.9791,0.98507,0.98208,0.99652,0.05769252183618084,21.288540557550732,0.98484,0.98322,0.98653,0.98487,0.9919,0.08143772017831603,6.107829013373703,1715762525,,True,10,e30f8fde,2024-05-15_10-42-05,25.156001567840576,228.3554298877716,48424,AT-MB-PC-E13,127.0.0.1,228.3554298877716,10,64,3,0.0001,e30f8fde
