train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.79,0.71,1.0,0.83,0.91,0.2908581351527037,90.74773816764355,0.73,0.66,0.93,0.78,0.85,0.8245818551641684,258.0941206663847,1712415476,,False,90,8516b161,2024-04-06_16-57-56,45.59824299812317,4274.483948945999,46560,AT-MB-PC-E13,127.0.0.1,4274.483948945999,90,1
0.79,0.71,1.0,0.83,0.91,0.2912588350188274,90.87275652587414,0.73,0.66,0.93,0.78,0.85,0.8250509597622929,258.2409504055977,1712415520,,False,91,8516b161,2024-04-06_16-58-40,43.38998556137085,4317.87393450737,46560,AT-MB-PC-E13,127.0.0.1,4317.87393450737,91,1
0.79,0.71,1.0,0.83,0.91,0.29109812126709866,90.82261383533478,0.73,0.66,0.93,0.78,0.85,0.8101767126839763,253.58531107008457,1712415563,,False,92,8516b161,2024-04-06_16-59-23,43.069111347198486,4360.9430458545685,46560,AT-MB-PC-E13,127.0.0.1,4360.9430458545685,92,1
0.79,0.71,1.0,0.83,0.91,0.290669705814276,90.68894821405411,0.73,0.66,0.93,0.78,0.85,0.8197787017249071,256.5907336398959,1712415609,,False,93,8516b161,2024-04-06_17-00-09,46.6285605430603,4407.571606397629,46560,AT-MB-PC-E13,127.0.0.1,4407.571606397629,93,1
0.79,0.71,1.0,0.83,0.91,0.2907942306154814,90.72779995203018,0.73,0.66,0.93,0.78,0.85,0.8148719065676863,255.0549067556858,1712415655,,False,94,8516b161,2024-04-06_17-00-55,46.061442136764526,4453.633048534393,46560,AT-MB-PC-E13,127.0.0.1,4453.633048534393,94,1
0.79,0.71,1.0,0.83,0.91,0.29100485112613594,90.79351355135441,0.73,0.66,0.93,0.78,0.85,0.8190715529572088,256.36939607560635,1712415701,,False,95,8516b161,2024-04-06_17-01-41,46.04323124885559,4499.676279783249,46560,AT-MB-PC-E13,127.0.0.1,4499.676279783249,95,1
0.79,0.71,1.0,0.83,0.91,0.29094889000631297,90.77605368196964,0.73,0.66,0.94,0.78,0.85,0.8224018619369013,257.4117827862501,1712415750,,False,96,8516b161,2024-04-06_17-02-30,48.36797475814819,4548.044254541397,46560,AT-MB-PC-E13,127.0.0.1,4548.044254541397,96,1
0.79,0.71,1.0,0.83,0.91,0.29020885263498014,90.5451620221138,0.73,0.66,0.93,0.78,0.85,0.8168852901972902,255.68509583175182,1712415796,,False,97,8516b161,2024-04-06_17-03-16,45.8505973815918,4593.894851922989,46560,AT-MB-PC-E13,127.0.0.1,4593.894851922989,97,1
0.79,0.71,1.0,0.83,0.91,0.29082536549331284,90.73751403391361,0.73,0.66,0.93,0.78,0.85,0.8364043195312396,261.794552013278,1712415844,,False,98,8516b161,2024-04-06_17-04-04,48.44380521774292,4642.338657140732,46560,AT-MB-PC-E13,127.0.0.1,4642.338657140732,98,1
0.79,0.71,1.0,0.83,0.91,0.2905266648874833,90.64431944489479,0.73,0.66,0.93,0.78,0.85,0.8250241500501054,258.232558965683,1712415893,,False,99,8516b161,2024-04-06_17-04-53,48.441014766693115,4690.779671907425,46560,AT-MB-PC-E13,127.0.0.1,4690.779671907425,99,1
0.79,0.71,1.0,0.83,0.91,0.2905278592489851,90.64469208568335,0.73,0.66,0.93,0.78,0.85,0.8255391908339418,258.3937667310238,1712415938,,True,100,8516b161,2024-04-06_17-05-38,45.77759289741516,4736.55726480484,46560,AT-MB-PC-E13,127.0.0.1,4736.55726480484,100,1
